insee,nom,surf_dep,total,s150,s50,s20,s10
02198,Clamecy,343,176,22,4,0,0
02199,Clastres,830,662,117,23,4,0
02200,Clermont-les-Fermes,933,921,56,11,1,0
02201,Cœuvres-et-Valsery,1250,793,70,13,2,0
02203,Coincy,1731,816,128,19,2,0
02204,Coingt,740,589,88,18,4,1
02205,Colligis-Crandelain,658,373,71,15,2,0
02206,Colonfay,336,318,27,5,0,0
02207,Commenchon,337,169,45,10,2,0
02208,Concevreux,1323,843,41,4,0,0
02209,Condé-en-Brie,448,219,42,7,1,0
02210,Condé-sur-Aisne,376,213,21,3,0,0
02211,Condé-sur-Suippe,585,364,38,7,1,0
02212,Condren,563,310,82,15,2,0
02213,Connigis,547,153,56,13,1,0
02214,Contescourt,344,355,35,5,0,0
02215,Corbeny,1532,1031,81,15,2,0
02216,Corcy,731,160,26,3,0,0
02217,Coucy-le-Château-Auffrique,1140,397,129,23,3,1
02218,Coucy-lès-Eppes,612,406,77,9,1,0
02219,Coucy-la-Ville,614,401,66,14,2,0
02220,Coulonges-Cohan,2876,2146,173,24,3,0
02221,Coupru,785,568,43,7,0,0
02222,Courbes,318,275,15,3,0,0
02223,Courboin,1407,1179,157,24,3,0
02224,Courcelles-sur-Vesle,899,534,43,5,0,0
02225,Courchamps,274,254,32,4,0,0
02226,Courmelles,678,240,60,10,1,0
02227,Courmont,1016,719,87,12,1,0
02228,Courtemont-Varennes,599,241,64,6,1,0
02229,Courtrizy-et-Fussigny,426,199,10,1,0,0
02230,Couvrelles,753,581,70,9,1,0
02231,Couvron-et-Aumencourt,1357,822,82,12,1,0
02232,Coyolles,2459,193,14,1,0,0
02233,Cramaille,815,685,69,12,2,0
02234,Craonne,876,280,31,5,1,0
02235,Craonnelle,594,288,38,5,0,0
02236,Crécy-au-Mont,1182,755,80,15,2,0
02237,Crécy-sur-Serre,1811,1554,109,16,2,0
02238,Crépy,2783,1522,156,21,2,0
02239,Crézancy,716,336,71,12,1,0
02240,Croix-Fonsomme,946,772,72,16,2,0
02241,La Croix-sur-Ourcq,1065,820,52,10,1,0
02242,Crouttes-sur-Marne,437,84,12,3,0,0
02243,Crouy,1039,494,73,12,1,0
02244,Crupilly,354,353,60,12,2,0
02245,Cuffies,505,263,32,3,0,0
02246,Cugny,942,660,168,38,6,1
02248,Cuirieux,652,609,46,6,1,0
02249,Cuiry-Housse,855,751,18,2,0,0
02250,Cuiry-lès-Chaudardes,518,294,27,4,0,0
02251,Cuiry-lès-Iviers,482,416,30,6,1,0
02252,Cuissy-et-Geny,500,312,71,10,1,0
02253,Cuisy-en-Almont,914,631,73,11,1,0
02254,Cutry,478,451,23,3,0,0
02255,Cys-la-Commune,441,251,42,6,1,0
02256,Dagny-Lambercy,1012,948,87,21,5,1
02257,Dallon,576,416,52,10,1,0
02258,Dammard,818,734,98,19,3,0
02259,Dampleux,817,220,54,8,0,0
02260,Danizy,453,248,49,9,1,0
02261,Dercy,1142,832,54,10,1,0
02262,Deuillet,380,264,58,8,1,0
02263,Dhuizel,684,577,37,6,0,0
02264,Dizy-le-Gros,2005,1790,137,23,4,1
02265,Dohis,822,738,62,12,2,1
02266,Dolignon,316,233,43,11,2,0
02267,Dommiers,727,522,56,11,1,0
02268,Domptin,460,138,42,9,1,0
02269,Dorengt,1056,993,155,33,7,2
02270,Douchy,511,491,56,10,2,0
02271,Dravegny,1597,1442,106,16,2,0
02272,Droizy,542,431,33,4,0,0
02273,Dury,775,542,57,13,2,0
02274,Ébouleau,1312,1214,43,8,1,0
02275,Effry,279,210,50,10,1,0
02276,Englancourt,804,399,81,18,3,0
02277,Épagny,1095,849,60,11,2,0
02278,Éparcy,756,651,86,14,2,0
02279,Épaux-Bézu,1999,1371,158,20,2,0
02280,Épieds,1905,1074,129,21,3,0
02281,L'Épine-aux-Bois,1235,1011,131,20,3,0
02282,Eppes,772,642,64,10,1,0
02283,Erlon,893,817,54,8,1,0
02284,Erloy,748,389,85,21,4,1
02286,Esquéhéries,1629,1403,568,130,27,6
02287,Essigny-le-Grand,1339,1095,118,26,4,0
02288,Essigny-le-Petit,461,375,55,8,1,0
02289,Essises,755,528,166,26,3,0
02290,Essômes-sur-Marne,2868,1361,187,28,3,0
02291,Estrées,705,664,77,12,2,0
02292,Étampes-sur-Marne,220,64,23,6,1,0
02293,Étaves-et-Bocquiaux,1373,1184,130,18,3,0
02294,Étouvelles,236,93,26,3,0,0
02295,Étréaupont,1789,1422,390,74,12,3
02296,Étreillers,868,757,109,23,3,0
02297,Étrépilly,519,422,55,9,2,0
02298,Étreux,1036,875,193,48,9,2
02299,Évergnicourt,923,790,44,7,1,0
02302,Faverolles,1375,668,69,14,2,0
02303,Fayet,590,406,66,11,1,0
02304,La Fère,682,156,22,2,0,0
02305,Fère-en-Tardenois,2087,861,174,30,5,1
02306,La Ferté-Chevresis,2417,2141,100,17,2,0
02307,La Ferté-Milon,1894,1028,89,15,2,0
02308,Fesmy-le-Sart,1623,1344,398,79,15,4
02309,Festieux,670,179,28,4,0,0
02310,Fieulaine,783,726,64,11,2,0
02311,Filain,467,272,40,7,1,0
02312,La Flamengrie,2661,2071,750,147,26,6
02313,Flavigny-le-Grand-et-Beaurain,1376,1110,161,31,4,1
02315,Flavy-le-Martel,1282,804,215,50,9,2
02316,Fleury,659,82,10,1,0,0
02317,Fluquières,521,428,43,8,1,0
02318,Folembray,891,173,84,17,2,0
02319,Fonsomme,973,849,73,15,3,0
02320,Fontaine-lès-Clercs,533,403,32,6,0,0
02321,Fontaine-lès-Vervins,1997,1712,267,55,10,3
02322,Fontaine-Notre-Dame,1196,1096,74,18,3,1
02323,Fontaine-Uterte,582,508,44,7,1,0
02324,Fontenelle,1041,681,277,63,11,2
02326,Fontenoy,902,463,78,12,1,0
02327,Foreste,495,408,58,10,1,0
02328,Fossoy,751,369,67,12,1,0
02329,Fourdrain,952,201,34,3,0,0
02330,Francilly-Selency,548,433,105,21,3,1
02331,Franqueville,307,258,29,4,0,0
02332,Fresnes-en-Tardenois,907,650,93,13,1,0
02333,Fresnes-sous-Coucy,725,227,29,5,0,0
02334,Fresnoy-le-Grand,1519,1255,170,35,6,1
02335,Fressancourt,251,58,21,4,0,0
02336,Frières-Faillouël,1540,752,161,34,5,1
02337,Froidestrées,493,385,96,16,2,0
02338,Froidmont-Cohartille,882,684,59,8,1,0
02339,Gandelu,1010,611,78,11,1,0
02340,Gauchy,630,145,74,14,2,0
02341,Gercy,638,531,95,16,2,0
02342,Gergny,591,499,126,22,3,0
02343,Germaine,457,399,26,4,0,0
02345,Gibercourt,269,193,23,4,0,0
02346,Gizy,1037,699,63,14,2,0
02347,Gland,561,74,37,9,1,0
02349,Goudelancourt-lès-Berrieux,547,405,14,1,0,0
02350,Goudelancourt-lès-Pierrepont,881,833,45,6,0,0
02351,Goussancourt,845,582,38,6,1,0
02352,Gouy,1774,1594,170,26,3,0
02353,Grandlup-et-Fay,2066,1915,98,16,2,0
02354,Grandrieux,438,319,55,9,1,0
02355,Gricourt,1003,856,127,22,3,0
02356,Grisolles,1085,841,67,9,1,0
02357,Gronard,717,650,70,10,1,0
02358,Grougis,1141,1082,166,32,6,1
02359,Grugies,508,419,70,12,2,0
02360,Villeneuve-sur-Aisne,2520,2032,138,23,3,0
02361,Guise,1626,1197,228,39,6,1
02362,Guivry,723,458,93,20,4,0
02363,Guny,941,572,85,21,3,0
02364,Guyencourt,426,235,20,2,0,0
02366,Hannapes,932,471,86,14,2,0
02367,Happencourt,522,368,27,8,1,0
02368,Haramont,1233,247,60,9,1,0
02369,Harcigny,758,602,67,15,3,0
02370,Hargicourt,819,701,116,24,4,1
02371,Harly,377,232,31,6,1,0
02372,Hartennes-et-Taux,632,379,53,10,1,0
02373,Hary,1122,980,142,25,4,1
02374,Lehaucourt,941,848,128,19,3,0
02375,Hautevesnes,724,614,39,7,1,0
02376,Hauteville,715,666,126,20,3,0
02377,Haution,954,877,110,22,4,1
02378,La Hérie,423,327,86,13,1,0
02379,Le Hérie-la-Viéville,930,801,70,15,3,0
02380,Hinacourt,310,278,31,6,0,0
02381,Hirson,3396,553,221,45,8,1
02382,Holnon,639,364,66,15,2,0
02383,Homblières,1464,1239,132,26,5,1
02384,Houry,352,328,32,6,1,0
02385,Housset,1325,1277,72,15,3,1
02386,Iron,973,791,135,20,3,0
02387,Itancourt,711,538,67,14,1,0
02388,Iviers,754,585,118,25,4,1
02389,Jaulgonne,177,19,1,0,0,0
02390,Jeancourt,584,522,46,10,1,0
02391,Jeantes,1601,1392,310,67,13,3
02392,Joncourt,735,631,83,15,2,0
02393,Jouaignes,798,665,56,7,1,0
02395,Jumencourt,620,432,79,16,2,0
02396,Jumigny,248,224,17,2,0,0
02397,Jussy,1347,926,145,30,6,1
02398,Juvigny,1388,1100,120,20,2,0
02399,Juvincourt-et-Damary,3019,2605,125,22,3,0
02400,Laffaux,682,494,60,11,1,0
02401,Laigny,1087,969,199,39,8,2
02402,Lanchy,372,365,32,6,1,0
02403,Landifay-et-Bertaignemont,1953,1847,87,11,2,0
02404,Landouzy-la-Cour,1015,941,163,32,5,1
02405,Landouzy-la-Ville,1584,1315,291,69,13,3
02406,Landricourt,584,334,45,8,1,0
02407,Laniscourt,301,48,18,2,0,0
02408,Laon,4454,2157,429,69,8,1
02409,Lappion,2369,861,59,10,2,0
02410,Largny-sur-Automne,961,468,43,5,0,0
02411,Latilly,932,755,80,12,1,0
02412,Launoy,911,619,46,7,1,0
02413,Laval-en-Laonnois,455,26,6,1,0,0
02414,Lavaqueresse,451,362,131,35,7,1
02415,Laversine,722,425,13,1,0,0
02416,Lemé,1159,903,152,33,7,1
02417,Lempire,263,266,24,3,0,0
02418,Lerzy,1167,1014,250,53,10,3
02419,Leschelle,1474,927,306,63,11,3
02420,Lesdins,1090,855,92,15,2,0
02421,Lesges,665,570,39,6,0,0
02422,Lesquielles-Saint-Germain,1650,1411,196,38,7,1
02423,Leuilly-sous-Coucy,1273,814,148,27,4,0
02424,Leury,370,323,39,7,1,0
02425,Leuze,1021,833,84,12,2,0
02426,Levergies,780,711,69,15,3,0
02427,Lhuys,493,337,19,3,0,0
02428,Licy-Clignon,408,300,31,7,1,0
02429,Lierval,381,223,35,5,0,0
02430,Liesse-Notre-Dame,1012,367,53,9,1,0
02431,Liez,551,343,59,10,1,0
02432,Limé,566,315,32,6,0,0
02433,Lislet,829,718,121,16,2,0
02435,Logny-lès-Aubenton,824,679,103,19,4,1
02438,Longpont,1090,697,48,8,1,0
02439,Les Septvallons,3809,2716,237,37,5,1
02440,Lor,895,792,32,6,1,0
02441,Louâtre,1107,717,87,11,1,0
02442,Loupeigne,733,491,50,8,1,0
02443,Lucy-le-Bocage,771,476,47,6,1,0
02444,Lugny,479,372,45,7,1,0
02445,Luzoir,1105,883,177,29,5,1
02446,Ly-Fontaine,352,311,23,4,0,0
02447,Maast-et-Violaine,1102,917,38,5,0,0
02448,Mâchecourt,1015,822,70,11,2,0
02449,Macogny,617,617,71,12,1,0
02450,Macquigny,2033,1824,121,20,3,1
02451,Magny-la-Fosse,369,354,40,9,2,0
02452,Maissemy,816,678,58,12,2,0
02453,Maizy,716,350,50,9,1,0
02454,La Malmaison,2582,1813,135,21,3,0
02455,Malzy,1044,918,163,28,4,1
02456,Manicamp,1031,508,76,11,1,0
02457,Marchais,1558,570,57,8,1,0
02458,Dhuys-et-Morin-en-Brie,4011,3005,530,77,10,2
02459,Marcy,742,662,60,9,1,0
02460,Marcy-sous-Marle,448,371,35,6,1,0
02461,Marest-Dampcourt,840,451,73,15,2,0
02462,Mareuil-en-Dôle,904,556,34,4,0,0
02463,Marfontaine,926,418,51,8,1,0
02464,Margival,551,258,36,5,0,0
02465,Marigny-en-Orxois,1560,882,190,32,5,1
02466,Marizy-Sainte-Geneviève,788,694,40,6,0,0
02467,Marizy-Saint-Mard,460,376,38,7,1,0
02468,Marle,1390,1062,161,27,4,0
02469,Marly-Gomont,1312,1102,153,27,4,0
02470,Martigny,1696,1506,313,61,11,3
02471,Martigny-Courpierre,446,248,54,7,1,0
02472,Mauregny-en-Haye,1058,433,55,7,1,0
02473,Mayot,353,276,22,6,1,0
02474,Mennessis,519,311,64,12,2,0
02476,Mennevret,1197,499,146,34,7,2
02477,Mercin-et-Vaux,782,478,93,20,3,0
02478,Merlieux-et-Fouquerolles,583,238,52,10,1,0
02480,Mesbrecourt-Richecourt,902,726,65,11,1,0
02481,Mesnil-Saint-Laurent,548,462,61,12,2,0
02482,Meurival,292,167,17,2,0,0
02483,Mézières-sur-Oise,965,836,65,15,2,0
02484,Mézy-Moulins,454,223,40,4,0,0
02485,Missy-aux-Bois,305,225,33,5,0,0
02486,Missy-lès-Pierrepont,673,436,24,2,0,0
02487,Missy-sur-Aisne,329,157,59,11,1,0
02488,Molain,181,122,33,6,0,0
02489,Molinchart,447,319,43,6,1,0
02490,Monampteuil,611,252,27,3,0,0
02491,Monceau-le-Neuf-et-Faucouzy,1990,1858,93,14,2,0
02492,Monceau-lès-Leups,1336,605,60,10,2,0
02493,Monceau-le-Waast,538,494,38,7,1,0
02494,Monceau-sur-Oise,594,519,53,12,2,0
02495,Mondrepuis,2024,1105,416,91,17,5
02496,Monnes,490,414,36,7,1,0
02497,Mons-en-Laonnois,418,99,44,6,0,0
02498,Montaigu,2366,1107,74,11,1,0
02499,Montbavin,555,244,38,4,0,0
02500,Montbrehain,991,889,122,23,4,1
02501,Montchâlons,677,428,41,6,1,0
02502,Montcornet,580,402,41,7,1,0
02503,Mont-d'Origny,1349,1149,67,11,1,0
02504,Montescourt-Lizerolles,625,454,48,7,1,0
02505,Montfaucon,1538,1046,207,32,5,1
02506,Montgobert,1112,194,27,4,0,0
02507,Montgru-Saint-Hilaire,325,220,22,3,0,0
02508,Monthenault,285,158,31,5,0,0
02509,Monthiers,754,598,43,7,0,0
02510,Monthurel,395,214,48,7,0,0
02511,Montigny-en-Arrouaise,990,968,65,9,1,0
02512,Montigny-l'Allier,1033,247,26,2,0,0
02513,Montigny-le-Franc,993,918,24,3,0,0
02514,Montigny-Lengrain,1148,630,96,19,2,0
02515,Montigny-lès-Condé,478,365,65,7,0,0
02516,Montigny-sous-Marle,739,681,32,3,0,0
02517,Montigny-sur-Crécy,851,746,51,7,1,0
02518,Montlevon,2285,1696,265,40,5,1
02519,Montloué,1569,1390,103,17,2,0
02520,Mont-Notre-Dame,997,495,64,7,0,0
02521,Montreuil-aux-Lions,1300,672,114,23,3,0
02522,Mont-Saint-Jean,400,284,42,7,1,0
02523,Mont-Saint-Martin,579,431,27,4,0,0
02524,Mont-Saint-Père,1052,244,24,4,0,0
02525,Morcourt,604,424,75,12,1,0
02526,Morgny-en-Thiérache,710,603,47,12,2,0
02527,Morsain,1435,964,146,30,5,1
02528,Mortefontaine,1183,950,72,12,2,0
02529,Mortiers,648,550,46,7,1,0
02530,Moulins,162,101,21,3,0,0
02531,Moussy-Verneuil,644,343,73,10,1,0
02532,Moÿ-de-l'Aisne,625,372,49,8,1,0
02533,Muret-et-Crouttes,526,300,23,4,0,0
02534,Muscourt,218,185,31,4,0,0
02535,Nampcelles-la-Cour,1099,878,79,14,2,0
02536,Nampteuil-sous-Muret,339,258,30,6,1,0
02537,Nanteuil-la-Fosse,744,555,57,10,1,0
02538,Nanteuil-Notre-Dame,374,262,29,4,0,0
02539,Nauroy,636,535,78,14,2,0
02540,Nesles-la-Montagne,1729,1325,202,28,3,0
02541,Neufchâtel-sur-Aisne,287,206,23,4,0,0
02542,Neuflieux,190,166,31,4,0,0
02543,Neuilly-Saint-Front,1792,1401,170,25,3,0
02544,Neuve-Maison,843,619,107,23,5,2
02545,La Neuville-Bosmont,1002,932,74,10,1,0
02546,La Neuville-en-Beine,390,113,33,8,1,0
02547,La Neuville-Housset,505,471,48,8,1,0
02548,La Neuville-lès-Dorengt,1093,908,211,50,9,2
02549,Neuville-Saint-Amand,813,688,154,31,5,1
02550,Neuville-sur-Ailette,447,187,34,5,0,0
02551,Neuville-sur-Margival,366,285,61,8,1,0
02552,Neuvillette,648,548,38,7,1,0
02553,Nizy-le-Comte,3163,2849,116,19,3,0
02554,Nogentel,693,410,66,11,1,0
02555,Nogent-l'Artaud,2415,1154,212,30,3,0
02556,Noircourt,550,479,47,8,1,0
02557,Noroy-sur-Ourcq,520,317,33,3,0,0
02558,Le Nouvion-en-Thiérache,4860,1312,504,111,21,5
02559,Nouvion-et-Catillon,1676,1373,95,15,3,0
02560,Nouvion-le-Comte,807,723,64,13,2,0
02561,Nouvion-le-Vineux,350,83,13,3,0,0
02562,Nouvron-Vingré,927,695,79,15,1,0
02563,Noyales,724,624,81,10,1,0
02564,Noyant-et-Aconin,461,314,38,6,0,0
02565,Œuilly,289,153,45,7,1,0
02566,Ognes,619,482,75,16,2,0
02567,Ohis,653,590,161,32,5,1
02568,Oigny-en-Valois,1192,219,51,9,1,0
02569,Oisy,1084,894,141,31,7,2
02570,Ollezy,536,421,37,7,0,0
02571,Omissy,725,586,65,9,1,0
02572,Orainville,874,731,47,10,1,0
02573,Orgeval,241,123,9,1,0,0
02574,Origny-en-Thiérache,1641,1252,453,95,16,4
02575,Origny-Sainte-Benoite,2333,1994,126,23,3,0
02576,Osly-Courtil,522,303,69,11,1,0
02577,Ostel,919,623,52,8,2,1
02578,Oulches-la-Vallée-Foulon,444,301,26,3,0,0
02579,Oulchy-la-Ville,718,526,43,7,1,0
02580,Oulchy-le-Château,1514,1155,119,20,3,0
02581,Paars,515,351,29,4,0,0
02582,Paissy,712,517,58,5,0,0
02583,Pancy-Courtecon,642,375,23,3,0,0
02584,Papleux,194,162,59,12,2,0
02585,Parcy-et-Tigny,1058,893,85,15,2,0
02586,Parfondeval,1029,911,133,27,6,1
02587,Parfondru,912,279,37,6,1,0
02588,Pargnan,241,154,19,3,0,0
02589,Pargny-Filain,505,278,46,8,1,0
02590,Pargny-la-Dhuys,1306,900,132,18,2,0
02591,Pargny-les-Bois,694,604,28,6,1,0
02592,Parpeville,1586,1439,61,9,1,0
02593,Pasly,301,154,61,13,2,0
02594,Passy-en-Valois,352,333,28,6,1,0
02595,Passy-sur-Marne,375,67,19,2,0,0
02596,Pavant,539,225,33,5,0,0
02598,Pernant,984,595,60,12,1,0
02599,Pierremande,760,331,44,9,2,0
02600,Pierrepont,1064,540,56,12,3,1
02601,Pignicourt,728,623,37,5,1,0
02602,Pinon,971,166,35,5,0,0
02604,Pithon,245,199,22,2,0,0
02605,Pleine-Selve,610,546,42,8,1,0
02606,Le Plessier-Huleu,523,432,37,5,1,0
02607,Ploisy,288,148,4,0,0,0
02608,Plomion,1610,1119,207,43,9,2
02609,Ployart-et-Vaurseine,494,148,23,2,0,0
02610,Pommiers,672,282,67,11,1,0
02612,Pont-Arcy,325,145,26,5,0,0
02613,Pontavert,1352,714,74,14,2,0
02614,Pontru,1511,1312,116,18,2,0
02615,Pontruet,679,584,80,12,1,0
02616,Pont-Saint-Mard,686,393,74,12,1,0
02617,Pouilly-sur-Serre,982,793,81,15,2,0
02618,Prémont,1227,993,134,28,5,1
02619,Prémontré,838,40,22,4,0,0
02620,Presles-et-Boves,959,514,56,9,1,0
02621,Presles-et-Thierny,842,247,25,4,0,0
02622,Priez,503,414,20,2,0,0
02623,Prisces,667,674,45,9,1,0
02624,Proisy,528,377,76,10,1,0
02625,Proix,349,279,34,5,0,0
02626,Prouvais,1832,1599,83,11,1,0
02627,Proviseux-et-Plesnoy,1130,1059,44,7,1,0
02628,Puiseux-en-Retz,986,263,23,4,0,0
02629,Puisieux-et-Clanlieu,1755,1449,74,17,3,0
02631,Quierzy,823,548,80,12,1,0
02632,Quincy-Basse,392,203,21,3,0,0
02633,Quincy-sous-le-Mont,506,379,24,3,0,0
02634,Raillimont,493,434,51,9,1,0
02635,Ramicourt,385,335,42,8,1,0
02636,Regny,1207,1065,54,9,2,0
02637,Remaucourt,638,603,72,14,2,0
02638,Remies,905,723,35,7,1,0
02639,Remigny,1007,816,59,12,2,0
02640,Renansart,874,801,70,13,2,0
02641,Renneval,684,600,59,14,3,0
02642,Résigny,793,556,120,23,5,1
02643,Ressons-le-Long,1064,771,120,24,3,0
02644,Retheuil,1495,836,63,7,1,0
02645,Reuilly-Sauvigny,673,108,38,5,0,0
02647,Ribeauville,363,342,70,15,2,0
02648,Ribemont,2706,2055,222,36,5,1
02649,Rocourt-Saint-Martin,577,357,37,6,0,0
02650,Rocquigny,1116,929,320,71,14,3
02651,Rogécourt,554,386,49,10,2,0
02652,Rogny,560,462,34,7,1,0
02653,Romeny-sur-Marne,425,198,33,7,1,0
02654,Romery,401,353,46,8,1,0
02655,Ronchères,607,450,50,11,2,0
02656,Roucy,707,411,17,2,0,0
02657,Rougeries,421,313,54,14,2,0
02658,Roupy,593,536,66,12,1,0
02659,Rouvroy,514,324,44,8,1,0
02660,Rouvroy-sur-Serre,390,322,37,6,0,0
02661,Royaucourt-et-Chailvet,303,62,28,4,0,0
02662,Rozet-Saint-Albin,803,412,68,10,1,0
02663,Rozières-sur-Crise,732,362,64,11,1,0
02664,Rozoy-Bellevalle,681,504,84,10,1,0
02665,Grand-Rozoy,1249,906,88,14,2,0
02666,Rozoy-sur-Serre,1673,1400,187,33,6,1
02667,Saconin-et-Breuil,864,729,71,14,2,0
02668,Sains-Richaumont,1255,1065,135,30,5,1
02670,Saint-Algis,695,564,111,20,3,0
02671,Saint-Aubin,844,553,76,15,2,0
02672,Saint-Bandry,604,460,27,4,0,0
02673,Saint-Christophe-à-Berry,794,556,95,18,2,0
02674,Saint-Clément,511,498,60,13,2,0
02675,Sainte-Croix,343,201,14,1,0,0
02676,Saint-Erme-Outre-et-Ramecourt,2040,1148,144,32,5,1
02677,Saint-Eugène,693,385,60,11,1,0
02678,Sainte-Geneviève,456,409,37,7,1,0
02679,Saint-Gengoulph,757,614,78,12,1,0
02680,Saint-Gobain,2961,194,46,9,1,0
02681,Saint-Gobert,789,659,172,34,6,1
02682,Saint-Mard,470,269,40,8,1,0
02683,Saint-Martin-Rivière,554,489,84,15,2,0
02684,Saint-Michel,4237,1361,345,74,13,3
02685,Saint-Nicolas-aux-Bois,664,104,24,3,0,0
02686,Saint-Paul-aux-Bois,1114,646,130,27,4,0
02687,Saint-Pierre-Aigle,1200,496,46,8,1,0
02688,Saint-Pierre-lès-Franqueville,705,685,70,15,3,1
02689,Saint-Pierremont,703,570,33,5,1,0
02690,Sainte-Preuve,963,754,42,6,1,0
02691,Saint-Quentin,2287,513,170,34,5,1
02693,Saint-Rémy-Blanzy,1406,1085,89,15,2,0
02694,Saint-Simon,636,341,68,16,3,0
02695,Saint-Thibaut,415,268,21,3,0,0
02696,Saint-Thomas,251,93,7,1,0,0
02697,Samoussy,2539,634,49,7,0,0
02698,Sancy-les-Cheminots,453,297,20,1,0,
02699,Saponay,999,754,71,10,1,0
02701,Saulchery,267,38,14,3,0,0
02702,Savy,751,617,81,15,2,0
02703,Seboncourt,1188,743,98,15,2,0
02704,Selens,772,602,61,15,2,0
02705,La Selve,476,342,39,8,1,0
02706,Septmonts,482,254,47,7,0,0
02707,Septvaux,852,258,13,1,0,0
02708,Sequehart,644,617,67,11,1,0
02709,Serain,667,613,82,17,3,0
02710,Seraucourt-le-Grand,1048,768,66,10,1,0
02711,Serches,911,725,68,13,1,0
02712,Sergy,1363,1210,75,15,2,0
02713,Seringes-et-Nesles,1371,812,116,16,2,0
02714,Sermoise,551,372,33,6,1,0
02715,Serval,214,154,19,2,0,
02716,Servais,556,308,45,9,1,0
02717,Séry-lès-Mézières,1173,842,81,11,1,0
02718,Silly-la-Poterie,240,103,27,4,0,0
02719,Sinceny,1320,436,104,22,4,1
02720,Sissonne,5354,1523,173,31,4,0
02721,Sissy,1081,808,69,11,2,0
02722,Soissons,1234,95,58,10,1,0
02723,Soize,595,470,40,7,1,0
02724,Sommelans,428,428,25,5,0,0
02725,Sommeron,467,404,164,27,4,1
02726,Sommette-Eaucourt,629,565,63,13,2,0
02727,Sons-et-Ronchères,928,864,41,8,1,0
02728,Sorbais,1380,861,187,31,5,1
02729,Soucy,521,349,31,4,0,0
02730,Soupir,1022,492,69,13,2,0
02731,Le Sourd,744,627,74,12,2,0
02732,Surfontaine,636,559,43,9,2,0
02734,Taillefontaine,1064,578,61,9,1,0
02735,Tannières,255,235,28,5,0,0
02736,Tartiers,885,638,47,8,1,0
02737,Tavaux-et-Pontséricourt,2553,2329,115,21,3,0
02738,Tergnier,1831,579,177,34,5,1
02739,Terny-Sorny,707,480,73,14,2,0
02740,Thenailles,1686,1535,247,45,7,1
02741,Thenelles,703,465,44,8,1,0
02742,Thiernu,622,571,33,4,0,0
02743,Le Thuel,712,633,46,9,1,0
02744,Torcy-en-Valois,365,236,41,5,0,0
02745,Toulis-et-Attencourt,755,643,49,8,1,0
02746,Travecy,1461,1120,106,21,3,0
02747,Trefcon,405,345,32,5,1,0
02748,Trélou-sur-Marne,2047,412,90,14,1,0
02749,Troësnes,279,88,20,3,0,0
02750,Trosly-Loire,1525,1098,108,22,4,0
02751,Trucy,303,147,27,4,0,0
02752,Tugny-et-Pont,591,434,28,8,1,0
02753,Tupigny,1291,963,67,10,1,0
02754,Ugny-le-Gay,603,458,93,16,2,0
02755,Urcel,730,119,17,2,0,0
02756,Urvillers,1377,1153,137,23,4,1
02757,Vadencourt,1238,998,150,28,4,0
02758,Vailly-sur-Aisne,1005,433,80,11,1,0
02759,La Vallée-au-Blé,526,422,75,14,2,0
02760,La Vallée-Mulâtre,537,485,74,14,3,0
02761,Variscourt,554,350,30,6,0,0
02762,Vassens,990,662,42,8,1,0
02763,Vasseny,319,130,27,5,0,0
02764,Vassogne,296,192,22,5,1,0
02765,Vaucelles-et-Beffecourt,405,89,20,5,1,0
02766,Vaudesson,848,399,46,7,1,0
02767,Vauxrezis,657,338,47,7,1,0
02768,Vauxaillon,1413,607,100,16,3,0
02769,Vaux-Andigny,1591,1406,245,45,8,2
02770,Vauxbuin,500,311,47,7,0,0
02772,Vaux-en-Vermandois,389,388,34,6,0,0
02773,Vauxtin,227,149,9,0,0,
02774,Vendelles,526,457,41,6,0,0
02775,Vendeuil,1456,985,87,10,1,0
02776,Vendhuile,1100,874,95,13,1,0
02777,Vendières,1272,977,177,27,4,1
02778,Vendresse-Beaulne,875,597,64,10,1,0
02779,Vénérolles,903,770,129,22,3,0
02780,Venizel,372,162,45,11,1,0
02781,Verdilly,509,141,44,6,0,0
02782,Le Verguier,429,373,46,9,1,0
02783,Grand-Verly,382,305,41,8,1,0
02784,Petit-Verly,520,426,34,5,0,0
02785,Vermand,1605,1286,133,27,4,0
02786,Verneuil-sous-Coucy,460,246,24,4,0,0
02787,Verneuil-sur-Serre,794,674,41,9,2,0
02788,Versigny,1295,926,91,17,2,0
02789,Vervins,1042,786,156,28,4,0
02790,Vesles-et-Caumont,1043,865,40,9,1,0
02791,Veslud,413,139,7,1,0,0
02792,Veuilly-la-Poterie,753,332,40,7,1,0
02793,Vézaponin,321,210,19,3,0,0
02794,Vézilly,1080,514,72,11,1,0
02795,Vic-sur-Aisne,523,321,42,7,1,0
02796,Vichel-Nanteuil,637,496,54,5,0,0
02797,Viel-Arcy,669,438,49,9,1,0
02798,Viels-Maisons,2151,1154,276,39,4,0
02799,Vierzy,1279,992,81,13,1,0
02800,Viffort,1005,812,160,23,3,0
02801,Vigneux-Hocquet,1387,1237,88,17,3,0
02802,La Ville-aux-Bois-lès-Dizy,1022,960,74,10,1,0
02803,La Ville-aux-Bois-lès-Pontavert,851,537,30,3,0,0
02804,Villemontoire,769,502,33,6,0,0
02805,Villeneuve-Saint-Germain,455,134,78,18,3,0
02806,Villeneuve-sur-Fère,1061,540,81,15,2,0
02807,Villequier-Aumont,1241,668,132,19,2,0
